Class	Text
Habitat	"Males perch on or close to the ground in woods openings or nearby fields,"
Habitat	"Males perch on or close to the ground in woods openings or nearby fields,"
Habitat	"Males perch on or close to the ground in woods openings or nearby fields,"
Habitat	"Males perch on or close to the ground in woods openings or nearby fields,"
Habitat	"Open and scrubby areas — dry meadows, power-line rights of way, prairie hills, upland barrens, etc."
Habitat	"Open and scrubby areas — dry meadows, power-line rights of way, prairie hills, upland barrens, etc."
Habitat	"Open and scrubby areas — dry meadows, power-line rights of way, prairie hills, upland barrens, etc."
Habitat	"Open and scrubby areas — dry meadows, power-line rights of way, prairie hills, upland barrens, etc."
Habitat	"[image] Most often found in sunny forest openings or in fields near forests.Open woodland and fields, generally more boreal than other eastern cloudywings."
Habitat	"[image] Most often found in sunny forest openings or in fields near forests.Open woodland and fields, generally more boreal than other eastern cloudywings."
Habitat	"[image] Most often found in sunny forest openings or in fields near forests.Open woodland and fields, generally more boreal than other eastern cloudywings."
Habitat	"[image] Most often found in sunny forest openings or in fields near forests.Open woodland and fields, generally more boreal than other eastern cloudywings."
Habitat	Woods in river valleys or near swamps and marshes.
Habitat	Woods in river valleys or near swamps and marshes.
Habitat	Woods in river valleys or near swamps and marshes.
Habitat	Woods in river valleys or near swamps and marshes.
Habitat	"Open fields, moist woods, edge of Rio Grande."
Habitat	"Open fields, moist woods, edge of Rio Grande."
Habitat	"Open fields, moist woods, edge of Rio Grande."
Habitat	"Open fields, moist woods, edge of Rio Grande."
Habitat	Edge of woods with dense undergrowth along Rio Grande.
Habitat	Edge of woods with dense undergrowth along Rio Grande.
Habitat	Edge of woods with dense undergrowth along Rio Grande.
Habitat	Edge of woods with dense undergrowth along Rio Grande.
Habitat	"City flower gardens, lakes formed from cut-off river oxbows, canals, fields."
Habitat	"City flower gardens, lakes formed from cut-off river oxbows, canals, fields."
Habitat	"City flower gardens, lakes formed from cut-off river oxbows, canals, fields."
Habitat	"City flower gardens, lakes formed from cut-off river oxbows, canals, fields."
Habitat	"Desert grassland, pinyon-juniper woodland."
Habitat	"Desert grassland, pinyon-juniper woodland."
Habitat	"Desert grassland, pinyon-juniper woodland."
Habitat	"Desert grassland, pinyon-juniper woodland."
Habitat	"Parks, roadsides, hedgerows."
Habitat	"Parks, roadsides, hedgerows."
Habitat	"Parks, roadsides, hedgerows."
Habitat	"Parks, roadsides, hedgerows."
Habitat	Trails and woods edges.
Habitat	Trails and woods edges.
Habitat	Trails and woods edges.
Habitat	Trails and woods edges.
Habitat	Wooded canals.
Habitat	Wooded canals.
Habitat	Wooded canals.
Habitat	Wooded canals.
Habitat	"Valleys, desert canyons, and washes."
Habitat	"Valleys, desert canyons, and washes."
Habitat	"Valleys, desert canyons, and washes."
Habitat	"Valleys, desert canyons, and washes."
Habitat	"Small clearings in tropical woodlands; weedy areas in parks, wood edges."
Habitat	"Small clearings in tropical woodlands; weedy areas in parks, wood edges."
Habitat	"Small clearings in tropical woodlands; weedy areas in parks, wood edges."
Habitat	"Small clearings in tropical woodlands; weedy areas in parks, wood edges."
Habitat	"Vacant weedy lots, suburban gardens, open woods."
Habitat	"Vacant weedy lots, suburban gardens, open woods."
Habitat	"Vacant weedy lots, suburban gardens, open woods."
Habitat	"Vacant weedy lots, suburban gardens, open woods."
Habitat	Small clearings in tropical forests; dry creek beds.
Habitat	Small clearings in tropical forests; dry creek beds.
Habitat	Small clearings in tropical forests; dry creek beds.
Habitat	Small clearings in tropical forests; dry creek beds.
Habitat	Open subtropical scrub.
Habitat	Open subtropical scrub.
Habitat	Open subtropical scrub.
Habitat	Open subtropical scrub.
Habitat	Tropical scrub; Lemon groves in s. Texas.
Habitat	Tropical scrub; Lemon groves in s. Texas.
Habitat	Tropical scrub; Lemon groves in s. Texas.
Habitat	Tropical scrub; Lemon groves in s. Texas.
Habitat	"Open woods, parks, vicinity of rivers."
Habitat	"Open woods, parks, vicinity of rivers."
Habitat	"Open woods, parks, vicinity of rivers."
Habitat	"Open woods, parks, vicinity of rivers."
Habitat	"HABITAT: Openings in tropical thorn forest andscrub; city gardens, wood edges."
Habitat	"HABITAT: Openings in tropical thorn forest andscrub; city gardens, wood edges."
Habitat	"HABITAT: Openings in tropical thorn forest andscrub; city gardens, wood edges."
Habitat	"HABITAT: Openings in tropical thorn forest andscrub; city gardens, wood edges."
Habitat	"Woods and edges, wooded canals."
Habitat	"Woods and edges, wooded canals."
Habitat	"Woods and edges, wooded canals."
Habitat	"Woods and edges, wooded canals."
Habitat	"Openings in tropical forests, wood edges, city flower gardens."
Habitat	"Openings in tropical forests, wood edges, city flower gardens."
Habitat	"Openings in tropical forests, wood edges, city flower gardens."
Habitat	"Openings in tropical forests, wood edges, city flower gardens."
Habitat	"Small clearings in tropical woodlands, city flower gardens, wood edges."
Habitat	"Small clearings in tropical woodlands, city flower gardens, wood edges."
Habitat	"Small clearings in tropical woodlands, city flower gardens, wood edges."
Habitat	"Small clearings in tropical woodlands, city flower gardens, wood edges."
Habitat	"Tropical thorn scrub, dry riverbeds, abandoned fields."
Habitat	"Tropical thorn scrub, dry riverbeds, abandoned fields."
Habitat	"Tropical thorn scrub, dry riverbeds, abandoned fields."
Habitat	"Tropical thorn scrub, dry riverbeds, abandoned fields."
Habitat	Tropical pine-Sabal palm scrub.
Habitat	Tropical pine-Sabal palm scrub.
Habitat	Tropical pine-Sabal palm scrub.
Habitat	Tropical pine-Sabal palm scrub.
Habitat	"Males perch, either in openings or on promontories"
Habitat	"Males perch, either in openings or on promontories"
Habitat	"Males perch, either in openings or on promontories"
Habitat	"Males perch, either in openings or on promontories"
Habitat	Open woods or forest edges.
Habitat	Open woods or forest edges.
Habitat	Open woods or forest edges.
Habitat	Open woods or forest edges.
Habitat	"This duskywing is often found on ridgetops in  areas of scrub oak or cut-over oak woods.Oak or oak-pine scrub, barrens, open sandy or shaley soils."
Habitat	"This duskywing is often found on ridgetops in  areas of scrub oak or cut-over oak woods.Oak or oak-pine scrub, barrens, open sandy or shaley soils."
Habitat	"This duskywing is often found on ridgetops in  areas of scrub oak or cut-over oak woods.Oak or oak-pine scrub, barrens, open sandy or shaley soils."
Habitat	"This duskywing is often found on ridgetops in  areas of scrub oak or cut-over oak woods.Oak or oak-pine scrub, barrens, open sandy or shaley soils."
Habitat	Oak woods or scrub and adjacent edges or fields.
Habitat	Oak woods or scrub and adjacent edges or fields.
Habitat	Oak woods or scrub and adjacent edges or fields.
Habitat	Oak woods or scrub and adjacent edges or fields.
Habitat	Oak thickets in foothills.
Habitat	Oak thickets in foothills.
Habitat	Oak thickets in foothills.
Habitat	Oak thickets in foothills.
Habitat	"Open woods and edges, power-line rights of way, wooded swamps, open fields."
Habitat	"Open woods and edges, power-line rights of way, wooded swamps, open fields."
Habitat	"Open woods and edges, power-line rights of way, wooded swamps, open fields."
Habitat	"Open woods and edges, power-line rights of way, wooded swamps, open fields."
Habitat	Oak woodlands.
Habitat	Oak woodlands.
Habitat	Oak woodlands.
Habitat	Oak woodlands.
Habitat	"[image] Males are usually seen perching on hilltops… Females are seen most often near their caterpillar hosts — wild lilacs, most often New Jersey Tea. Males are usually found patrolling and perching on ridgetops.Open brushy fields, barrens, prairie hills."
Habitat	"[image] Males are usually seen perching on hilltops… Females are seen most often near their caterpillar hosts — wild lilacs, most often New Jersey Tea. Males are usually found patrolling and perching on ridgetops.Open brushy fields, barrens, prairie hills."
Habitat	"[image] Males are usually seen perching on hilltops… Females are seen most often near their caterpillar hosts — wild lilacs, most often New Jersey Tea. Males are usually found patrolling and perching on ridgetops.Open brushy fields, barrens, prairie hills."
Habitat	"[image] Males are usually seen perching on hilltops… Females are seen most often near their caterpillar hosts — wild lilacs, most often New Jersey Tea. Males are usually found patrolling and perching on ridgetops.Open brushy fields, barrens, prairie hills."
Habitat	"HABITAT: OjTen fields, scrub, wood edges."
Habitat	"HABITAT: OjTen fields, scrub, wood edges."
Habitat	"HABITAT: OjTen fields, scrub, wood edges."
Habitat	"HABITAT: OjTen fields, scrub, wood edges."
Habitat	"Roadsides, wood edges, trails, etc."
Habitat	"Roadsides, wood edges, trails, etc."
Habitat	"Roadsides, wood edges, trails, etc."
Habitat	"Roadsides, wood edges, trails, etc."
Habitat	Va. (mountains)Ravines or gullies in rich deciduous or mixed woods or their edges.
Habitat	Va. (mountains)Ravines or gullies in rich deciduous or mixed woods or their edges.
Habitat	Va. (mountains)Ravines or gullies in rich deciduous or mixed woods or their edges.
Habitat	Va. (mountains)Ravines or gullies in rich deciduous or mixed woods or their edges.
Habitat	"Barrens and open woods on native hosts, highway shoulders, railroad beds, upland fields on Crown Vetch.This butterfly has rapidly expanded its range and abundance by colonizing the plantings of Crown Vetch along highways, interstates, and railroad beds."
Habitat	"Barrens and open woods on native hosts, highway shoulders, railroad beds, upland fields on Crown Vetch.This butterfly has rapidly expanded its range and abundance by colonizing the plantings of Crown Vetch along highways, interstates, and railroad beds."
Habitat	"Barrens and open woods on native hosts, highway shoulders, railroad beds, upland fields on Crown Vetch.This butterfly has rapidly expanded its range and abundance by colonizing the plantings of Crown Vetch along highways, interstates, and railroad beds."
Habitat	"Barrens and open woods on native hosts, highway shoulders, railroad beds, upland fields on Crown Vetch.This butterfly has rapidly expanded its range and abundance by colonizing the plantings of Crown Vetch along highways, interstates, and railroad beds."
Habitat	"Open areas, marshes, seeps, sand plains."
Habitat	"Open areas, marshes, seeps, sand plains."
Habitat	"Open areas, marshes, seeps, sand plains."
Habitat	"Open areas, marshes, seeps, sand plains."
Habitat	Males of our species perch and patrol in  open habitats
Habitat	Males of our species perch and patrol in  open habitats
